customer,merchant,frequency
'C1187353931','M840466850',1
'C1402203755','M1913465890',1
'C1772071898','M1788569036',1
'C1085689043','M1198415165',1
'C766302474','M980657600',1
'C1815496848','M840466850',1
'C1335108214','M1053599405',1
'C1142118359','M349281107',1
'C1802570035','M1872033263',1
'C1859195979','M480139044',1
'C279066833','M1913465890',1
'C1000148617','M1053599405',1
'C661876608','M840466850',1
'C529033504','M85975013',1
'C1499241933','M1313686961',1
'C655866157','M1649169323',1
'C1093842718','M1913465890',1
'C210318225','M1600850729',1
'C1644291222','M840466850',1
'C231044523','M855959430',1
'C1641076533','M349281107',1
'C758426828','M855959430',1
'C1705927875','M1913465890',1
'C381528901','M1872033263',1
'C1341662543','M45060432',1
'C1165343027','M1649169323',1
'C2033917877','M50039827',1
'C825969892','M1053599405',1
'C1118932469','M349281107',1
'C306641104','M1913465890',1
'C1238755034','M117188757',1
'C1768220463','M1053599405',1
'C1806422891','M1313686961',1
'C1638237205','M349281107',1
'C450299456','M349281107',1
'C1223439629','M1600850729',1
'C1455309687','M1649169323',1
'C1943367280','M1946091778',1
'C1174735331','M85975013',1
'C17166563','M209847108',1
'C1158875335','M78078399',1
'C1607323693','M840466850',1
'C411880353','M840466850',1
'C577335130','M1913465890',1
'C509362814','M1600850729',1
'C395508885','M1600850729',1
'C1021409246','M677738360',1
'C1367581052','M349281107',1
'C1945520078','M349281107',1
'C915739806','M151143676',1
'C95715318','M840466850',1
'C1383337902','M349281107',1
'C2030210340','M2122776122',1
'C1338727022','M1400236507',1
'C1299745394','M209847108',1
'C775101977','M1946091778',1
'C1586862598','M1400236507',1
'C1326593353','M1053599405',1
'C1942983218','M1600850729',1
'C1777502922','M17379832',1
'C85388733','M1913465890',1
'C1754543106','M1913465890',1
'C1453715655','M97925176',1
'C2082187659','M1198415165',1
'C122290547','M1198415165',1
'C964866248','M85975013',1
'C409331076','M1313686961',1
'C1361248894','M1600850729',1
'C1658591237','M349281107',1
'C1014847580','M1400236507',1
'C1814131114','M45060432',1
'C286580355','M1600850729',1
'C1367581052','M1313686961',1
'C2013867948','M85975013',1
'C59149030','M1400236507',1
'C339181872','M1946091778',1
'C207575907','M857378720',1
'C73919470','M857378720',1
'C2070990530','M1649169323',1
'C993027768','M85975013',1
'C1765886577','M1600850729',1
'C1211514218','M1913465890',1
'C1137292670','M151143676',1
'C374616385','M923029380',1
'C238779431','M1946091778',1
'C299068475','M349281107',1
'C972314568','M840466850',1
'C1634901253','M1842530320',1
'C20027851','M1913465890',1
'C190398591','M1600850729',1
'C862633345','M1913465890',1
'C2101882723','M349281107',1
'C1076110991','M1053599405',1
'C279399121','M1913465890',1
'C1002658784','M1400236507',1
'C1390331883','M1913465890',1
'C1452504275','M209847108',1
'C1480064437','M209847108',1
'C203802515','M1600850729',1
'C1376050027','M1600850729',1
'C245019752','M97925176',1
'C1978250683','M1888755466',1
'C1239127666','M151143676',1
'C226835436','M1053599405',1
'C62153477','M923029380',1
'C456338836','M480139044',1
'C1374422827','M1946091778',1
'C428024823','M1946091778',1
'C1638237205','M480139044',1
'C1564693206','M209847108',1
'C870503362','M692898500',1
'C71938921','M1416436880',1
'C145208657','M17379832',1
'C1333401746','M980657600',1
'C1965017830','M1913465890',1
'C630302845','M1946091778',1
'C1986701933','M923029380',1
'C678324895','M923029380',1
'C34676686','M1946091778',1
'C1876642037','M85975013',1
'C480961011','M480139044',1
'C1971497679','M85975013',1
'C1392385769','M1946091778',1
'C73726310','M349281107',1
'C1647801193','M1946091778',1
'C1723242462','M855959430',1
'C514864285','M1053599405',1
'C822689044','M1872033263',1
'C389387421','M209847108',1
'C34948851','M1053599405',1
'C1156399058','M50039827',1
'C607062277','M840466850',1
'C1050458046','M923029380',1
'C130979586','M480139044',1
'C271457213','M1294758098',1
'C1653588482','M1294758098',1
'C524663308','M349281107',1
'C964123988','M1600850729',1
'C880450043','M1053599405',1
'C2141677873','M1741626453',1
'C1191832390','M1053599405',1
'C1320066686','M855959430',1
'C1321173882','M1913465890',1
'C356873706','M1600850729',1
'C1837295173','M1872033263',1
'C1721990514','M85975013',1
'C1646349423','M1946091778',1
'C306839491','M1053599405',1
'C1817842389','M85975013',1
'C856303631','M1946091778',1
'C800967034','M1535107174',1
'C1651213581','M1946091778',1
'C1501124312','M349281107',1
'C831905583','M1872033263',1
'C90150703','M1053599405',1
'C574852748','M1400236507',1
'C1536083561','M151143676',1
'C880299982','M1400236507',1
'C606861698','M1600850729',1
'C401828466','M1913465890',1
'C1929167055','M1198415165',1
'C995746715','M1649169323',1
'C795132749','M1913465890',1
'C321375878','M1913465890',1
'C1264836741','M1946091778',1
'C161101673','M151143676',1
'C1743702978','M1535107174',1
'C2059060401','M1946091778',1
'C1004300450','M855959430',1
'C285306155','M1913465890',1
'C644663928','M85975013',1
'C661876608','M85975013',1
'C581581060','M151143676',1
'C1757210259','M1946091778',1
'C339926892','M855959430',1
'C1104967901','M1313686961',1
'C1153792315','M1842530320',1
'C278409847','M1649169323',1
'C1719485237','M1888755466',1
'C1741037105','M209847108',1
'C1799882713','M1400236507',1
'C291671443','M1400236507',1
'C2060410910','M2122776122',1
'C1803182614','M2122776122',1
'C965952231','M1946091778',1
'C1238755034','M78078399',1
'C762865358','M1053599405',1
'C132392875','M1913465890',1
'C2115574807','M78078399',1
'C1689884214','M1913465890',1
'C815186263','M349281107',1
'C1037161656','M1053599405',1
'C1020192133','M840466850',1
'C1437099450','M78078399',1
'C2095938989','M1313686961',1
'C1299279378','M732195782',1
'C320158645','M78078399',1
'C1255221015','M17379832',1
'C483912131','M2080407379',1
'C1817318774','M2080407379',1
'C662836745','M1888755466',1
'C1468001998','M1888755466',1
'C1355010178','M151143676',1
'C1643499361','M1053599405',1
'C169775918','M85975013',1
'C1457086535','M840466850',1
'C1663056729','M547558035',1
'C1018783569','M1535107174',1
'C1148772789','M840466850',1
'C300052027','M840466850',1
'C2008562542','M547558035',1
'C1282333137','M1416436880',1
'C1038733568','M349281107',1
'C1656381290','M1913465890',1
'C661876608','M855959430',1
'C153962249','M50039827',1
'C111678629','M1416436880',1
'C1017941602','M980657600',1
'C1686035763','M3697346',1
'C405168301','M85975013',1
'C1173530601','M45060432',1
'C1561307190','M1842530320',1
'C626836922','M1913465890',1
'C1364381627','M349281107',1
'C2001505633','M17379832',1
'C142595093','M17379832',1
'C1996249538','M1313686961',1
'C1969942970','M1913465890',1
'C1035222482','M1946091778',1
'C260927654','M1913465890',1
'C1148364854','M78078399',1
'C1207935724','M1946091778',1
'C23569509','M1913465890',1
'C1873506157','M209847108',1
'C1267913176','M1913465890',1
'C546697817','M1946091778',1
'C59713083','M85975013',1
'C1619197936','M1888755466',1
'C1637529334','M1600850729',1
'C1720950881','M50039827',1
'C511635087','M980657600',1
'C885555910','M1053599405',1
'C1546864044','M85975013',1
'C1029994689','M349281107',1
'C1602648292','M78078399',1
'C638838388','M840466850',1
'C1303695653','M1913465890',1
'C1339724832','M980657600',1
'C571527976','M349281107',1
'C885237696','M78078399',1
'C2007848056','M151143676',1
'C2076671849','M1649169323',1
'C1607867760','M1913465890',1
'C1020019215','M1198415165',1
'C41461366','M1400236507',1
'C2084566155','M349281107',1
'C822948524','M1053599405',1
'C484986935','M78078399',1
'C1387070447','M1913465890',1
'C990997956','M1053599405',1
'C1730375460','M1913465890',1
'C1401244511','M209847108',1
'C1657925669','M1600850729',1
'C310220915','M45060432',1
'C1460082550','M1053599405',1
'C1994178184','M1748431652',1
'C1450140987','M1748431652',1
'C2005372528','M1888755466',1
'C87697988','M1649169323',1
'C1956971543','M1913465890',1
'C345640256','M349281107',1
'C1981764666','M45060432',1
'C1292770722','M349281107',1
'C1038722314','M349281107',1
'C964866248','M349281107',1
'C1249070059','M1913465890',1
'C1760492708','M1400236507',1
'C1959067413','M1872033263',1
'C333991833','M17379832',1
'C1642689499','M78078399',1
'C1229072215','M349281107',1
'C1761368684','M857378720',1
'C1722275939','M349281107',1
'C2070990530','M17379832',1
'C330615170','M2011752106',1
'C1791524453','M85975013',1
'C318818410','M1416436880',1
'C608407663','M1053599405',1
'C841747618','M349281107',1
'C1290724680','M840466850',1
'C842799656','M1913465890',1
'C809708190','M1913465890',1
'C996326258','M1053599405',1
'C587299231','M3697346',1
'C617723960','M3697346',1
'C1635345159','M1946091778',1
'C861930901','M78078399',1
'C270217031','M1600850729',1
'C156263401','M151143676',1
'C275926123','M151143676',1
'C1329920992','M1913465890',1
'C616715154','M85975013',1
'C1709958311','M1313686961',1
'C719205737','M349281107',1
'C592765908','M855959430',1
'C6433096','M349281107',1
'C777971561','M2122776122',1
'C1282628311','M1600850729',1
'C98014803','M349281107',1
'C1607323693','M1946091778',1
'C1389188684','M85975013',1
'C236106052','M1600850729',1
'C706956926','M1535107174',1
'C2028528769','M78078399',1
'C1957046981','M1649169323',1
'C1368070837','M840466850',1
'C1735920391','M1842530320',1
'C1629621972','M78078399',1
'C2136232396','M1600850729',1
'C703281362','M1913465890',1
'C1602614455','M840466850',1
'C180936571','M97925176',1
'C1862384239','M78078399',1
'C1545484501','M2122776122',1
'C1936493073','M1913465890',1
'C1800696439','M1913465890',1
'C1236533874','M209847108',1
'C2038427935','M1535107174',1
'C553434543','M349281107',1
'C1360265061','M1600850729',1
'C896894357','M855959430',1
'C611182051','M85975013',1
'C1237476993','M1600850729',1
'C672742304','M45060432',1
'C396866523','M1053599405',1
'C34104097','M840466850',1
'C762614808','M45060432',1
'C1565058518','M1416436880',1
'C1214929092','M1946091778',1
'C1469520420','M209847108',1
'C1063753312','M209847108',1
'C1987985724','M1313686961',1
'C543938207','M1198415165',1
'C56859969','M480139044',1
'C36546691','M50039827',1
'C1965185304','M1053599405',1
'C626305923','M50039827',1
'C764092576','M1842530320',1
'C1382187685','M1748431652',1
'C547610089','M692898500',1
'C1927346472','M2122776122',1
'C1229674572','M840466850',1
'C620551378','M1913465890',1
'C742784538','M1416436880',1
'C475928775','M980657600',1
'C1570165892','M1198415165',1
'C1422393615','M349281107',1
'C283266984','M1946091778',1
'C1870872671','M1198415165',1
'C602373594','M692898500',1
'C1513653440','M1913465890',1
'C1612487865','M1400236507',1
'C1789457872','M2011752106',1
'C512783217','M1748431652',1
'C585317135','M1416436880',1
'C478715873','M97925176',1
'C1562991705','M1913465890',1
'C1767103563','M1053599405',1
'C1927223566','M840466850',1
'C1023694383','M1400236507',1
'C78938440','M1913465890',1
'C103995111','M151143676',1
'C1297329735','M855959430',1
'C993553940','M1535107174',1
'C1763311989','M677738360',1
'C2078688167','M1913465890',1
'C1453917071','M349281107',1
'C1489294793','M840466850',1
'C1590346257','M1913465890',1
'C707755349','M45060432',1
'C1800696439','M840466850',1
'C2017390387','M840466850',1
'C371517012','M840466850',1
'C1956971543','M1888755466',1
'C122290547','M1400236507',1
'C1392676510','M855959430',1
'C1857140958','M97925176',1
'C1200227736','M1872033263',1
'C1045652139','M1946091778',1
'C15485686','M349281107',1
'C1475317372','M50039827',1
'C1234470601','M1600850729',1
'C476466255','M1872033263',1
'C1639665156','M1946091778',1
'C5079947','M840466850',1
'C544997662','M1913465890',1
'C1799010144','M840466850',1
'C231044523','M151143676',1
'C1905396523','M1872033263',1
'C58432631','M1400236507',1
'C11668910','M1946091778',1
'C1379018843','M45060432',1
'C1355509614','M923029380',1
'C2082187659','M1535107174',1
'C1454930581','M85975013',1
'C1787239285','M923029380',1
'C483912131','M349281107',1
'C1098443227','M1913465890',1
'C964866248','M45060432',1
'C343535530','M1400236507',1
'C1722275939','M1946091778',1
'C1911232863','M840466850',1
'C2002713196','M1294758098',1
'C2074365962','M78078399',1
'C2056015074','M1313686961',1
'C1470676414','M1842530320',1
'C445134555','M85975013',1
'C840054516','M1600850729',1
'C287182059','M1946091778',1
'C1966364075','M151143676',1
'C123623130','M85975013',1
'C2038979642','M209847108',1
'C516824110','M209847108',1
'C448362974','M1913465890',1
'C1006176917','M1946091778',1
'C1415453492','M1913465890',1
'C582022575','M1053599405',1
'C1093060677','M1352454843',1
'C1101213728','M1313686961',1
'C1137292670','M1352454843',1
'C281474709','M1649169323',1
'C375459759','M1649169323',1
'C1835412106','M732195782',1
'C1943108967','M732195782',1
'C1963238862','M980657600',1
'C196786098','M980657600',1
'C1050458046','M547558035',1
'C484067548','M209847108',1
'C2144330803','M45060432',1
'C606355103','M349281107',1
'C1952969809','M1842530320',1
'C2132909556','M1946091778',1
'C1881495517','M840466850',1
'C1020019215','M151143676',1
'C1545484501','M547558035',1
'C912222039','M1600850729',1
'C1311947724','M78078399',1
'C1565058518','M17379832',1
'C1539474222','M1649169323',1
'C604378279','M855959430',1
'C841616397','M732195782',1
'C1819552999','M1053599405',1
'C1511148959','M85975013',1
'C268949400','M1600850729',1
'C2105324799','M855959430',1
'C962248715','M677738360',1
'C1360225709','M1600850729',1
'C2026269026','M1946091778',1
'C140804810','M50039827',1
'C2080088206','M1535107174',1
'C1983734850','M1600850729',1
'C848293063','M1600850729',1
'C1771706228','M78078399',1
'C1272188168','M1053599405',1
'C881776576','M45060432',1
'C1937615372','M151143676',1
'C82010125','M855959430',1
'C1293338653','M349281107',1
'C1914057832','M45060432',1
'C179748485','M732195782',1
'C1549232957','M1416436880',1
'C422003518','M857378720',1
'C1038722314','M17379832',1
'C1388726904','M1600850729',1
'C1962882634','M1913465890',1
'C259158925','M677738360',1
'C359221218','M1053599405',1
'C1741615821','M1313686961',1
'C1082732879','M97925176',1
'C566628469','M1788569036',1
'C1817842389','M1053599405',1
'C1082732879','M1649169323',1
'C713872230','M209847108',1
'C1628447668','M78078399',1
'C223315547','M1913465890',1
'C30024621','M1600850729',1
'C864252220','M1600850729',1
'C1689884214','M349281107',1
'C1486017704','M85975013',1
'C567616900','M1842530320',1
'C1715139','M1788569036',1
'C408690006','M349281107',1
'C521595859','M1946091778',1
'C1160421902','M1946091778',1
'C1565570610','M1400236507',1
'C581878341','M1888755466',1
'C1763311989','M349281107',1
'C881776576','M85975013',1
'C489708690','M1400236507',1
'C2073207955','M45060432',1
'C1582366224','M840466850',1
'C25346278','M1913465890',1
'C734817849','M1053599405',1
'C1385115265','M45060432',1
'C1108967401','M1400236507',1
'C969824969','M1198415165',1
'C85192293','M1913465890',1
'C169255115','M78078399',1
'C969824969','M349281107',1
'C756645719','M480139044',1
'C181787207','M480139044',1
'C677561666','M1946091778',1
'C936853935','M1416436880',1
'C927766810','M1400236507',1
'C1963617384','M1400236507',1
'C1886601622','M1053599405',1
'C10105795','M840466850',1
'C336519851','M349281107',1
'C1415704373','M97925176',1
'C588937224','M1946091778',1
'C1390331883','M1946091778',1
'C413065793','M1198415165',1
'C903741897','M1198415165',1
'C430579454','M1649169323',1
'C157427068','M349281107',1
'C1969430351','M97925176',1
'C1731135780','M1053599405',1
'C1461183154','M85975013',1
'C947156375','M1313686961',1
'C630302845','M349281107',1
'C1156346576','M1872033263',1
'C187473376','M1913465890',1
'C155920620','M97925176',1
'C608547225','M1873032707',1
'C1595099029','M1873032707',1
'C805483863','M1888755466',1
'C286580355','M85975013',1
'C1273015960','M1913465890',1
'C1731138845','M78078399',1
'C2093963973','M1842530320',1
'C911735174','M209847108',1
'C1102464953','M1400236507',1
'C248927068','M45060432',1
'C1977058282','M1053599405',1
'C358037591','M840466850',1
'C824256643','M1053599405',1
'C1341159565','M1842530320',1
'C1609425799','M980657600',1
'C1975322645','M980657600',1
'C1239127666','M855959430',1
'C1163635747','M1352454843',1
'C1941625566','M1053599405',1
'C996804095','M45060432',1
'C430880678','M1872033263',1
'C595076943','M1842530320',1
'C86466018','M151143676',1
'C996804095','M480139044',1
'C1861439904','M840466850',1
'C95715318','M1913465890',1
'C546697817','M85975013',1
'C604378279','M348934600',1
'C1289997724','M97925176',1
'C30374753','M78078399',1
'C1083375349','M349281107',1
'C861930901','M855959430',1
'C1732609230','M1946091778',1
'C1818893825','M1913465890',1
'C1561307190','M1400236507',1
'C17059521','M840466850',1
'C1452504275','M151143676',1
'C183456137','M209847108',1
'C1855693993','M1053599405',1
'C1133451243','M1053599405',1
'C1171394321','M1946091778',1
'C172707110','M78078399',1
'C1704116821','M1313686961',1
'C704456922','M1872033263',1
'C629942205','M1741626453',1
'C9169170','M1913465890',1
'C1177926954','M1649169323',1
'C724380392','M1913465890',1
'C916497516','M1946091778',1
'C1233405214','M1352454843',1
'C1626218926','M1649169323',1
'C826734487','M151143676',1
'C2083329818','M1913465890',1
'C43130617','M85975013',1
'C1791347994','M855959430',1
'C2136422351','M1198415165',1
'C1402369177','M3697346',1
'C1567385001','M3697346',1
'C1492110515','M480139044',1
'C1870872671','M349281107',1
'C1911232863','M85975013',1
'C1575272013','M1872033263',1
'C144835944','M1946091778',1
'C168310052','M349281107',1
'C1663056729','M1198415165',1
'C1452504275','M2011752106',1
'C1239127666','M732195782',1
'C73760959','M732195782',1
'C1808385426','M1913465890',1
'C1101433185','M45060432',1
'C450949430','M1946091778',1
'C1056476734','M349281107',1
'C2013867948','M1946091778',1
'C1487582791','M980657600',1
'C1990714179','M1600850729',1
'C932908444','M1873032707',1
'C1896828249','M1873032707',1
'C1039035065','M2122776122',1
'C222098023','M45060432',1
'C1920498287','M855959430',1
'C324262354','M349281107',1
'C2087715408','M840466850',1
'C1611113200','M1913465890',1
'C518028573','M840466850',1
'C95082443','M1649169323',1
'C1467497219','M1416436880',1
'C2022102158','M17379832',1
'C1669649966','M1913465890',1
'C728432657','M1946091778',1
'C1651213581','M1913465890',1
'C179748485','M547558035',1
'C903333805','M1535107174',1
'C1382480007','M547558035',1
'C1284214182','M1053599405',1
'C449179311','M1872033263',1
'C1456179400','M349281107',1
'C170002529','M1946091778',1
'C56852547','M209847108',1
'C719449879','M50039827',1
'C2082605784','M1872033263',1
'C296630818','M45060432',1
'C1791347994','M85975013',1
'C450845582','M97925176',1
'C2005671734','M1416436880',1
'C1574217480','M349281107',1
'C912222039','M1946091778',1
'C375144053','M855959430',1
'C1604376835','M1053599405',1
'C420340345','M1400236507',1
'C2105324799','M1198415165',1
'C82010125','M151143676',1
'C739658140','M1913465890',1
'C1929167055','M17379832',1
'C1091680547','M1198415165',1
'C71938921','M1313686961',1
'C351880818','M840466850',1
'C1122835446','M349281107',1
'C1022153336','M1946091778',1
'C1739468858','M855959430',1
'C1256908044','M1416436880',1
'C2087715408','M1748431652',1
'C1424007721','M1946091778',1
'C34441666','M1053599405',1
'C2144163136','M1313686961',1
'C971838371','M1873032707',1
'C1801713151','M1053599405',1
'C1648096390','M78078399',1
'C24691837','M547558035',1
'C995235283','M1649169323',1
'C449262890','M1535107174',1
'C150891114','M209847108',1
'C714086473','M1600850729',1
'C711451919','M1649169323',1
'C383709704','M1913465890',1
'C1299745394','M1873032707',1
'C1803364571','M45060432',1
'C401828466','M1946091778',1
'C1216409727','M1913465890',1
'C15485686','M85975013',1
'C1999699557','M855959430',1
'C1778512686','M1198415165',1
'C1658591237','M1313686961',1
'C1913044357','M1913465890',1
'C623601481','M1913465890',1
'C1038277619','M85975013',1
'C1871594117','M980657600',1
'C1559091388','M1400236507',1
'C1125832994','M45060432',1
'C1075787773','M1913465890',1
'C1417312384','M1913465890',1
'C540538956','M855959430',1
'C813347783','M2122776122',1
'C896659218','M840466850',1
'C76313164','M732195782',1
'C251875213','M732195782',1
'C1533572842','M840466850',1
'C588937224','M1053599405',1
'C974315171','M1913465890',1
'C1902837467','M840466850',1
'C1751458006','M151143676',1
'C514238360','M1313686961',1
'C510934446','M855959430',1
'C1038879380','M1946091778',1
'C1512732275','M1400236507',1
'C1404665203','M1053599405',1
'C1190687128','M1294758098',1
'C1402369177','M1294758098',1
'C907877340','M78078399',1
'C487243829','M1913465890',1
'C1896250849','M677738360',1
'C153962249','M923029380',1
'C264950364','M855959430',1
'C645539039','M1913465890',1
'C422403315','M855959430',1
'C1855857061','M349281107',1
'C1674379117','M1888755466',1
'C721654925','M1946091778',1
'C1459810780','M855959430',1
'C497553923','M97925176',1
'C856318696','M1842530320',1
'C117112395','M480139044',1
'C470079617','M85975013',1
'C1197304790','M1913465890',1
'C1121327223','M209847108',1
'C1105086283','M1913465890',1
'C1978080967','M97925176',1
'C612005121','M1946091778',1
'C1535613790','M1198415165',1
'C592679392','M349281107',1
'C766494418','M349281107',1
'C1686035763','M1748431652',1
'C1165454845','M45060432',1
'C413065793','M50039827',1
'C1878030169','M1946091778',1
'C56859969','M85975013',1
'C1215440829','M85975013',1
'C251602943','M1053599405',1
'C831905583','M1913465890',1
'C1790426542','M45060432',1
'C661876608','M1842530320',1
'C379301962','M349281107',1
'C1982656265','M1913465890',1
'C465897830','M1649169323',1
'C1849046345','M1872033263',1
'C1655514881','M1946091778',1
'C620542168','M85975013',1
'C1148772789','M1053599405',1
'C1101633489','M1888755466',1
'C512338137','M1053599405',1
'C454240137','M1053599405',1
'C1746579125','M1913465890',1
'C526384621','M349281107',1
'C1082594377','M78078399',1
'C855978131','M840466850',1
'C471003383','M209847108',1
'C299357678','M1946091778',1
'C688041542','M3697346',1
'C2080088206','M3697346',1
'C350034124','M1353266412',1
'C909053762','M1872033263',1
'C546000387','M1400236507',1
'C787259637','M97925176',1
'C528277773','M1913465890',1
'C1125132707','M1053599405',1
'C2059060401','M1600850729',1
'C1272188168','M1600850729',1
'C1282628311','M85975013',1
'C1760492708','M1313686961',1
'C210563051','M1053599405',1
'C1204610604','M3697346',1
'C144835944','M348934600',1
'C854479209','M1872033263',1
'C2109575612','M1294758098',1
'C2704357','M1946091778',1
'C1165343027','M1600850729',1
'C210318225','M85975013',1
'C707769587','M840466850',1
'C566582492','M151143676',1
'C1767734624','M1946091778',1
'C1352750459','M1888755466',1
'C521595859','M348934600',1
'C1410823375','M349281107',1
'C1213984358','M1946091778',1
'C886146370','M45060432',1
'C728039227','M1946091778',1
'C1783206868','M349281107',1
'C1509106340','M1913465890',1
'C815064001','M1313686961',1
'C1512732275','M1888755466',1
'C544997662','M480139044',1
'C1214929092','M85975013',1
'C1043282651','M1946091778',1
'C1807153148','M1649169323',1
'C1292140369','M78078399',1
'C1332295774','M85975013',1
'C1791014902','M151143676',1
'C1165343027','M1823072687',1
'C823678601','M1053599405',1
'C1751458006','M348934600',1
'C1404665203','M1823072687',1
'C750714109','M17379832',1
'C597908249','M349281107',1
'C483912131','M85975013',1
'C1808385426','M1946091778',1
'C24198147','M855959430',1
'C834739424','M349281107',1
'C757503768','M1535107174',1
'C1028995887','M1400236507',1
'C664109131','M1913465890',1
'C1017941602','M2122776122',1
'C1683902488','M2122776122',1
'C2112751068','M151143676',1
'C751786199','M1400236507',1
'C1977780197','M1842530320',1
'C868096672','M1313686961',1
'C1338125837','M209847108',1
'C2084933658','M1913465890',1
'C1378412230','M45060432',1
'C1080719046','M1313686961',1
'C1982277917','M85975013',1
'C1454826238','M1535107174',1
'C142595093','M1535107174',1
'C95082443','M980657600',1
'C1574217480','M1053599405',1
'C1148635270','M1946091778',1
'C19820082','M1913465890',1
'C521595859','M1649169323',1
'C599960999','M1913465890',1
'C529033504','M1053599405',1
'C620551378','M85975013',1
'C1768385310','M45060432',1
'C856318696','M1823072687',1
'C167330970','M1842530320',1
'C995844287','M1053599405',1
'C418638324','M1053599405',1
'C1966502638','M840466850',1
'C574062699','M1352454843',1
'C661876608','M1823072687',1
'C1290724680','M1946091778',1
'C946935568','M209847108',1
'C403994735','M3697346',1
'C137688853','M3697346',1
'C1635345159','M349281107',1
'C265405940','M45060432',1
'C954359387','M17379832',1
'C1911232863','M1053599405',1
'C969824969','M1946091778',1
'C422403315','M348934600',1
'C1228152586','M1198415165',1
'C137688853','M349281107',1
'C346030769','M349281107',1
'C2093963973','M1823072687',1
'C1018979501','M349281107',1
'C965421722','M1913465890',1
'C207575907','M1053599405',1
'C1586862598','M349281107',1
'C1352750459','M480139044',1
'C1459810780','M1873032707',1
'C1514973352','M1313686961',1
'C6094907','M151143676',1
'C1385354747','M1946091778',1
'C489185823','M1946091778',1
'C1918953803','M117188757',1
'C950325755','M1913465890',1
'C326815335','M732195782',1
'C937166633','M1649169323',1
'C1579865062','M1600850729',1
'C1563705147','M1649169323',1
'C2033917877','M840466850',1
'C1944878458','M840466850',1
'C1944210063','M1313686961',1
'C739658140','M1946091778',1
'C2001505633','M1600850729',1
'C64700533','M547558035',1
'C734817849','M85975013',1
'C1158029630','M1913465890',1
'C2084566155','M1913465890',1
'C1193034305','M2011752106',1
'C2049382420','M2011752106',1
'C441400844','M1053599405',1
'C443009341','M151143676',1
'C1791347994','M1946091778',1
'C792820521','M151143676',1
'C2012683959','M855959430',1
'C375144053','M1913465890',1
'C739589782','M1946091778',1
'C1338020899','M85975013',1
'C956898918','M1600850729',1
'C1853381059','M349281107',1
'C471166875','M1913465890',1
'C1010865894','M1913465890',1
'C295362058','M349281107',1
'C637279747','M151143676',1
'C1234470601','M1842530320',1
'C2138532527','M3697346',1
'C524035200','M1872033263',1
'C812882942','M1600850729',1
'C644541754','M1748431652',1
'C245117318','M1748431652',1
'C1542255731','M349281107',1
'C383368009','M45060432',1
'C540538956','M348934600',1
'C784046647','M677738360',1
'C962248715','M1913465890',1
'C1849046345','M1823072687',1
'C309177915','M1649169323',1
'C615155713','M1600850729',1
'C1179217322','M1053599405',1
'C318717540','M840466850',1
'C1334227305','M1600850729',1
'C692285338','M1053599405',1
'C1914582232','M97925176',1
'C564451627','M840466850',1
'C792820521','M1888755466',1
'C1305339250','M349281107',1
'C1231572628','M1600850729',1
'C909053762','M1823072687',1
'C402758720','M1748431652',1
'C573965612','M349281107',1
'C300052027','M1053599405',1
'C1039390058','M45060432',1
'C123623130','M349281107',1
'C1425441042','M1888755466',2
'C1635613216','M1053599405',2
'C274486575','M692898500',2
'C1085056650','M348875670',2
'C1817842389','M692898500',2
'C1842441894','M1535107174',2
'C447271561','M855959430',2
'C998690782','M85975013',2
'C1571595392','M348934600',2
'C1350793893','M209847108',2
'C1296664552','M855959430',2
'C1230747575','M855959430',2
'C1160421902','M857378720',2
'C715527139','M480139044',2
'C843090653','M855959430',2
'C671449181','M1198415165',2
'C801383032','M151143676',2
'C861479162','M348934600',2
'C1450140987','M1198415165',2
'C616528518','M349281107',2
'C1181615831','M17379832',2
'C1882290962','M692898500',2
'C122290547','M1649169323',2
'C1382187685','M855959430',2
'C2129810887','M1535107174',2
'C430579454','M1198415165',2
'C204205576','M1741626453',2
'C1092512638','M1053599405',2
'C1340398290','M855959430',2
'C1058785965','M151143676',2
'C1825851538','M480139044',2
'C1562991705','M151143676',2
'C1897689911','M1946091778',2
'C951660772','M1535107174',2
'C691894544','M1535107174',2
'C1638268213','M1535107174',2
'C87462443','M855959430',2
'C577335130','M1888755466',2
'C60026962','M692898500',2
'C872043603','M1741626453',2
'C1612832553','M1198415165',2
'C555482626','M209847108',2
'C792341594','M209847108',2
'C2027310658','M1535107174',2
'C967677653','M1535107174',2
'C1903005844','M349281107',2
'C153258882','M151143676',2
'C989137613','M547558035',2
'C1189752912','M1053599405',2
'C1376050027','M855959430',2
'C1731163929','M1946091778',2
'C913841043','M480139044',2
'C1906860092','M151143676',2
'C949319027','M855959430',2
'C1694165271','M349281107',2
'C1717543260','M151143676',2
'C1587738251','M349281107',2
'C294759668','M1535107174',2
'C1754543106','M1053599405',2
'C1670883164','M692898500',2
'C343535530','M1053599405',2
'C1415704373','M1198415165',2
'C1977646698','M1198415165',2
'C788955662','M1888755466',2
'C1387946894','M480139044',2
'C1529207541','M85975013',2
'C1484585237','M209847108',2
'C1467497219','M1053599405',2
'C764048448','M855959430',2
'C1933962406','M1888755466',2
'C1904362781','M1053599405',2
'C962830776','M480139044',2
'C594146637','M692898500',2
'C1821035128','M855959430',2
'C712367267','M348934600',2
'C1776310825','M151143676',2
'C1156188729','M855959430',2
'C495124555','M1600850729',2
'C856303631','M855959430',2
